r,C_d
0.000000000000000000e+00,5.435212075670898813e+00
1.000000000000000000e+00,2.546299591533256468e+00
2.000000000000000000e+00,2.216720387604634634e+00
3.000000000000000000e+00,2.034441355388679984e+00
4.000000000000000000e+00,1.868004685081603888e+00
5.000000000000000000e+00,1.734589181159802429e+00
6.000000000000000000e+00,1.624419624882786906e+00
7.000000000000000000e+00,1.531421836592055996e+00
8.000000000000000000e+00,1.451294791950803909e+00
9.000000000000000000e+00,1.381087547453249353e+00
1.000000000000000000e+01,1.318716573247361801e+00
1.100000000000000000e+01,1.262671487529292369e+00
1.200000000000000000e+01,1.211832621235653829e+00
1.300000000000000000e+01,1.165350501879721667e+00
1.400000000000000000e+01,1.122568222280733385e+00
1.500000000000000000e+01,1.082968303556885781e+00
1.600000000000000000e+01,1.046139121467454247e+00
1.700000000000000000e+01,1.011746270500329059e+00
1.800000000000000000e+01,9.795131939235617313e-01
1.900000000000000000e+01,9.492091712429187034e-01
2.000000000000000000e+01,9.206398441631425955e-01
2.100000000000000000e+01,8.936390315192618283e-01
2.200000000000000000e+01,8.680614629981352470e-01
2.300000000000000000e+01,8.437818841816007165e-01
2.400000000000000000e+01,8.206900695893658559e-01
2.500000000000000000e+01,7.986889424317469288e-01
2.600000000000000000e+01,7.776901968045607516e-01
2.700000000000000000e+01,7.576171101154427490e-01
2.800000000000000000e+01,7.384000701519334298e-01
2.900000000000000000e+01,7.199769989101223455e-01
3.000000000000000000e+01,7.022897369593917860e-01
3.100000000000000000e+01,6.852882576859520292e-01
3.200000000000000000e+01,6.689260580195989236e-01
3.300000000000000000e+01,6.531615402676833604e-01
3.400000000000000000e+01,6.379546868700129991e-01
3.500000000000000000e+01,6.232718100900969116e-01
3.600000000000000000e+01,6.090808462959167446e-01
3.700000000000000000e+01,5.953531569044391292e-01
3.800000000000000000e+01,5.820604056848021068e-01
3.900000000000000000e+01,5.691794528784823726e-01
4.000000000000000000e+01,5.566876848856542326e-01
4.100000000000000000e+01,5.445649814369033503e-01
