r,C_nn
0.000000000000000000e+00,1.159847556812652059e-01
1.000000000000000000e+00,-7.191553261221628190e-02
2.000000000000000000e+00,1.189733365174294732e-02
3.000000000000000000e+00,1.365956382890054499e-03
4.000000000000000000e+00,5.497450238078904761e-04
5.000000000000000000e+00,6.907369230013671313e-05
6.000000000000000000e+00,3.783478958485630983e-05
7.000000000000000000e+00,3.593781967126119525e-06
8.000000000000000000e+00,-2.118821575969320747e-07
9.000000000000000000e+00,-1.299818928046647670e-07
1.000000000000000000e+01,-3.361023814818508981e-08
1.100000000000000000e+01,-6.084526216199037663e-09
1.200000000000000000e+01,-9.791869537423281145e-10
1.300000000000000000e+01,-4.181055501817354525e-11
1.400000000000000000e+01,4.969802347432050738e-11
1.500000000000000000e+01,1.822142436935791920e-11
1.600000000000000000e+01,4.586553359331446700e-12
1.700000000000000000e+01,9.237055564881302416e-13
1.800000000000000000e+01,1.723066134218242951e-13
1.900000000000000000e+01,4.440892098500626162e-14
2.000000000000000000e+01,1.953992523340275511e-14
2.100000000000000000e+01,2.220446049250313081e-14
2.200000000000000000e+01,2.087219286295294296e-14
2.300000000000000000e+01,1.909583602355269250e-14
2.400000000000000000e+01,1.820765760385256726e-14
2.500000000000000000e+01,2.309263891220325604e-14
2.600000000000000000e+01,1.953992523340275511e-14
2.700000000000000000e+01,2.398081733190338127e-14
2.800000000000000000e+01,2.176037128265306819e-14
2.900000000000000000e+01,2.486899575160350651e-14
3.000000000000000000e+01,2.575717417130363174e-14
3.100000000000000000e+01,2.442490654175344389e-14
3.200000000000000000e+01,2.309263891220325604e-14
3.300000000000000000e+01,2.842170943040400743e-14
3.400000000000000000e+01,2.442490654175344389e-14
3.500000000000000000e+01,2.842170943040400743e-14
3.600000000000000000e+01,2.708944180085381959e-14
3.700000000000000000e+01,3.019806626980425790e-14
3.800000000000000000e+01,3.064215547965432052e-14
3.900000000000000000e+01,2.886579864025407005e-14
4.000000000000000000e+01,2.797762022055394482e-14
4.100000000000000000e+01,3.197442310920450836e-14
4.200000000000000000e+01,2.886579864025407005e-14
4.300000000000000000e+01,3.375077994860475883e-14
4.400000000000000000e+01,3.108624468950438313e-14
4.500000000000000000e+01,3.463895836830488406e-14
4.600000000000000000e+01,3.463895836830488406e-14
4.700000000000000000e+01,3.286260152890463360e-14
4.800000000000000000e+01,3.330669073875469621e-14
4.900000000000000000e+01,3.730349362740525976e-14
5.000000000000000000e+01,3.508304757815494668e-14
5.100000000000000000e+01,3.907985046680551022e-14
5.200000000000000000e+01,3.685940441755519714e-14
5.300000000000000000e+01,3.996802888650563546e-14
5.400000000000000000e+01,4.041211809635569807e-14
5.500000000000000000e+01,3.952393967665557284e-14
5.600000000000000000e+01,3.952393967665557284e-14
5.700000000000000000e+01,4.352074256530613638e-14
5.800000000000000000e+01,4.130029651605582330e-14
5.900000000000000000e+01,4.529709940470638685e-14
6.000000000000000000e+01,4.307665335545607377e-14
6.100000000000000000e+01,4.618527782440651208e-14
6.200000000000000000e+01,4.662936703425657470e-14
6.300000000000000000e+01,4.574118861455644947e-14
6.400000000000000000e+01,4.529709940470638685e-14
6.500000000000000000e+01,4.973799150320701301e-14
6.600000000000000000e+01,4.662936703425657470e-14
6.700000000000000000e+01,5.151434834260726348e-14
6.800000000000000000e+01,4.973799150320701301e-14
6.900000000000000000e+01,5.240252676230738871e-14
7.000000000000000000e+01,5.417888360170763917e-14
7.100000000000000000e+01,5.284661597215745132e-14
7.200000000000000000e+01,5.240252676230738871e-14
7.300000000000000000e+01,5.595524044110788964e-14
7.400000000000000000e+01,5.284661597215745132e-14
7.500000000000000000e+01,5.861977570020826533e-14
