r,C_sp
0.000000000000000000e+00,2.361619133797470571e+00
1.000000000000000000e+00,1.430866895773191372e+00
2.000000000000000000e+00,9.262344629851859516e-04
3.000000000000000000e+00,-1.051004771366494284e+00
4.000000000000000000e+00,-1.295049172213271538e+00
5.000000000000000000e+00,-8.009585496704063612e-01
6.000000000000000000e+00,-1.363083436819057014e-03
7.000000000000000000e+00,6.169817953760065032e-01
8.000000000000000000e+00,7.731413396147773787e-01
9.000000000000000000e+00,4.864206705832792577e-01
1.000000000000000000e+01,9.841755329385152608e-04
1.100000000000000000e+01,-3.876133890593060904e-01
1.200000000000000000e+01,-4.940155989032977146e-01
1.300000000000000000e+01,-3.160267651789144261e-01
1.400000000000000000e+01,-5.535156044564699864e-04
1.500000000000000000e+01,2.603109335276398983e-01
1.600000000000000000e+01,3.369787069744952235e-01
1.700000000000000000e+01,2.186770919044988826e-01
1.800000000000000000e+01,1.926946396473950369e-04
1.900000000000000000e+01,-1.854848662440134743e-01
2.000000000000000000e+01,-2.429971313860567750e-01
2.100000000000000000e+01,-1.595975990346131523e-01
2.200000000000000000e+01,-3.592058422176266409e-05
2.300000000000000000e+01,1.386850810939705969e-01
2.400000000000000000e+01,1.836156602640253988e-01
2.500000000000000000e+01,1.216595791930213111e-01
2.600000000000000000e+01,-3.616708283751020184e-05
2.700000000000000000e+01,-1.074706969957533176e-01
2.800000000000000000e+01,-1.430911675835017383e-01
2.900000000000000000e+01,-9.542850017133334972e-02
3.000000000000000000e+01,6.167688585708190519e-06
3.100000000000000000e+01,8.533611046276182166e-02
3.200000000000000000e+01,1.144550910447943298e-01
3.300000000000000000e+01,7.675300651750256720e-02
3.400000000000000000e+01,2.980685876013846567e-05
3.500000000000000000e+01,-6.912255245414450355e-02
3.600000000000000000e+01,-9.287827129512912783e-02
3.700000000000000000e+01,-6.247996331038908197e-02
3.800000000000000000e+01,-8.944239512767259413e-05
3.900000000000000000e+01,5.656637479691640352e-02
4.000000000000000000e+01,7.652730877362129425e-02
4.100000000000000000e+01,5.174944398504622428e-02
4.200000000000000000e+01,1.219902881179029243e-04
4.300000000000000000e+01,-4.707737532039068390e-02
4.400000000000000000e+01,-6.370953133584343619e-02
4.500000000000000000e+01,-4.314826714125800239e-02
4.600000000000000000e+01,-1.498124861842519643e-04
4.700000000000000000e+01,3.938614610742097871e-02
4.800000000000000000e+01,5.371012740461460211e-02
4.900000000000000000e+01,3.660828124963202285e-02
5.000000000000000000e+01,1.498750503821589186e-04
5.100000000000000000e+01,-3.366679369584377884e-02
5.200000000000000000e+01,-4.590395355785061027e-02
5.300000000000000000e+01,-3.130895858879854249e-02
5.400000000000000000e+01,-1.417618175545886034e-04
5.500000000000000000e+01,2.891977152470666043e-02
5.600000000000000000e+01,3.976264837933809332e-02
5.700000000000000000e+01,2.732268231485235691e-02
5.800000000000000000e+01,1.168576199433480500e-04
5.900000000000000000e+01,-2.553049960825600970e-02
6.000000000000000000e+01,-3.508247836090933741e-02
6.100000000000000000e+01,-2.410276084662383439e-02
6.200000000000000000e+01,-8.904150805369116177e-05
6.300000000000000000e+01,2.264754645812945208e-02
6.400000000000000000e+01,3.137357695818956960e-02
6.500000000000000000e+01,2.171488166671292630e-02
6.600000000000000000e+01,5.614350276509442995e-05
6.700000000000000000e+01,-2.068206574908447795e-02
6.800000000000000000e+01,-2.860772168634339793e-02
6.900000000000000000e+01,-1.977507364087081887e-02
7.000000000000000000e+01,-2.681265520517011130e-05
7.100000000000000000e+01,1.892128231435174363e-02
7.200000000000000000e+01,2.635227752585946048e-02
7.300000000000000000e+01,1.833094033014551899e-02
7.400000000000000000e+01,-6.617449963809554629e-08
7.500000000000000000e+01,-1.775373740615554530e-02
7.600000000000000000e+01,-2.465801689786029441e-02
7.700000000000000000e+01,-1.710984690235289180e-02
7.800000000000000000e+01,1.882045218548310792e-05
7.900000000000000000e+01,1.659148112617787885e-02
8.000000000000000000e+01,2.317170313097718579e-02
8.100000000000000000e+01,1.615905396324804691e-02
8.200000000000000000e+01,-3.304228805659875602e-05
