site,n
0.000000000000000000e+00,4.083723047760917657e-03
1.000000000000000000e+00,1.403469847297429685e-01
2.000000000000000000e+00,1.725632287047452751e-01
3.000000000000000000e+00,2.246139933509098685e-01
4.000000000000000000e+00,2.660958299887044021e-01
5.000000000000000000e+00,3.467505686936380171e-01
6.000000000000000000e+00,4.783730640958387403e-01
7.000000000000000000e+00,2.687738518468357096e+00
8.000000000000000000e+00,4.083723047760917657e-03
9.000000000000000000e+00,1.403469847297429685e-01
1.000000000000000000e+01,1.725632287047452751e-01
1.100000000000000000e+01,2.246139933509098685e-01
1.200000000000000000e+01,2.660958299887044021e-01
1.300000000000000000e+01,3.467505686936380171e-01
1.400000000000000000e+01,4.783730640958387403e-01
1.500000000000000000e+01,2.687738518468357096e+00
1.600000000000000000e+01,4.083723047760917657e-03
1.700000000000000000e+01,1.403469847297429685e-01
1.800000000000000000e+01,1.725632287047452751e-01
1.900000000000000000e+01,2.246139933509098685e-01
2.000000000000000000e+01,2.660958299887044021e-01
2.100000000000000000e+01,3.467505686936380171e-01
2.200000000000000000e+01,4.783730640958387403e-01
2.300000000000000000e+01,2.687738518468357096e+00
2.400000000000000000e+01,4.083723047760917657e-03
2.500000000000000000e+01,1.403469847297429685e-01
2.600000000000000000e+01,1.725632287047452751e-01
2.700000000000000000e+01,2.246139933509098685e-01
2.800000000000000000e+01,2.660958299887044021e-01
2.900000000000000000e+01,3.467505686936380171e-01
3.000000000000000000e+01,4.783730640958387403e-01
3.100000000000000000e+01,2.687738518468357096e+00
3.200000000000000000e+01,4.083723047760917657e-03
3.300000000000000000e+01,1.403469847297429685e-01
3.400000000000000000e+01,1.725632287047452751e-01
3.500000000000000000e+01,2.246139933509098685e-01
3.600000000000000000e+01,2.660958299887044021e-01
3.700000000000000000e+01,3.467505686936380171e-01
3.800000000000000000e+01,4.783730640958387403e-01
3.900000000000000000e+01,2.687738518468357096e+00
4.000000000000000000e+01,4.083723047760917657e-03
4.100000000000000000e+01,1.403469847297429685e-01
4.200000000000000000e+01,1.725632287047452751e-01
4.300000000000000000e+01,2.246139933509098685e-01
4.400000000000000000e+01,2.660958299887044021e-01
4.500000000000000000e+01,3.467505686936380171e-01
4.600000000000000000e+01,4.783730640958387403e-01
4.700000000000000000e+01,2.687738518468357096e+00
4.800000000000000000e+01,4.083723047760917657e-03
4.900000000000000000e+01,1.403469847297429685e-01
5.000000000000000000e+01,1.725632287047452751e-01
5.100000000000000000e+01,2.246139933509098685e-01
5.200000000000000000e+01,2.660958299887044021e-01
5.300000000000000000e+01,3.467505686936380171e-01
5.400000000000000000e+01,4.783730640958387403e-01
5.500000000000000000e+01,2.687738518468357096e+00
5.600000000000000000e+01,4.083723047760917657e-03
5.700000000000000000e+01,1.403469847297429685e-01
5.800000000000000000e+01,1.725632287047452751e-01
5.900000000000000000e+01,2.246139933509098685e-01
6.000000000000000000e+01,2.660958299887044021e-01
6.100000000000000000e+01,3.467505686936380171e-01
6.200000000000000000e+01,4.783730640958387403e-01
6.300000000000000000e+01,2.687738518468357096e+00
6.400000000000000000e+01,4.083723047760917657e-03
6.500000000000000000e+01,1.403469847297429685e-01
6.600000000000000000e+01,1.725632287047452751e-01
6.700000000000000000e+01,2.246139933509098685e-01
6.800000000000000000e+01,2.660958299887044021e-01
6.900000000000000000e+01,3.467505686936380171e-01
7.000000000000000000e+01,4.783730640958387403e-01
7.100000000000000000e+01,2.687738518468357096e+00
7.200000000000000000e+01,4.083723047760917657e-03
7.300000000000000000e+01,1.403469847297429685e-01
7.400000000000000000e+01,1.725632287047452751e-01
7.500000000000000000e+01,2.246139933509098685e-01
7.600000000000000000e+01,2.660958299887044021e-01
7.700000000000000000e+01,3.467505686936380171e-01
7.800000000000000000e+01,4.783730640958387403e-01
7.900000000000000000e+01,2.687738518468357096e+00
