r,C_sp
0.000000000000000000e+00,2.353783956445663517e+00
1.000000000000000000e+00,1.385559848936510186e+00
2.000000000000000000e+00,1.917128162513106202e-03
3.000000000000000000e+00,-9.334902293769772319e-01
4.000000000000000000e+00,-1.100389864447618216e+00
5.000000000000000000e+00,-6.510782609762230111e-01
6.000000000000000000e+00,-2.115471524759064605e-03
7.000000000000000000e+00,4.556377011880919370e-01
8.000000000000000000e+00,5.456136316227052641e-01
9.000000000000000000e+00,3.285042575916944929e-01
1.000000000000000000e+01,1.665811638280400436e-03
1.100000000000000000e+01,-2.372756597619810615e-01
1.200000000000000000e+01,-2.890800260202969207e-01
1.300000000000000000e+01,-1.765758884326099620e-01
1.400000000000000000e+01,-9.334381920107878879e-04
1.500000000000000000e+01,1.305696441780525574e-01
1.600000000000000000e+01,1.610510302624756640e-01
1.700000000000000000e+01,9.966338970426917576e-02
1.800000000000000000e+01,3.695164255830604011e-04
1.900000000000000000e+01,-7.609583427770862107e-02
2.000000000000000000e+01,-9.480506226463558672e-02
2.100000000000000000e+01,-5.906379508070506990e-02
2.200000000000000000e+01,7.754058430750088193e-05
2.300000000000000000e+01,4.632307643837969141e-02
2.400000000000000000e+01,5.822916562726876410e-02
2.500000000000000000e+01,3.665727655913815497e-02
2.600000000000000000e+01,-2.695399726059343306e-04
2.700000000000000000e+01,-2.989524609421958384e-02
2.800000000000000000e+01,-3.773051731100388745e-02
2.900000000000000000e+01,-2.377543867751224366e-02
3.000000000000000000e+01,4.017652313347648205e-04
3.100000000000000000e+01,2.000559097966610883e-02
3.200000000000000000e+01,2.548564775118289383e-02
3.300000000000000000e+01,1.631153566931094201e-02
3.400000000000000000e+01,-2.727692853037392553e-04
3.500000000000000000e+01,-1.418254788583813743e-02
3.600000000000000000e+01,-1.823614452777193307e-02
3.700000000000000000e+01,-1.173166380222361721e-02
3.800000000000000000e+01,2.027392017263450854e-04
3.900000000000000000e+01,1.031033246925719925e-02
4.000000000000000000e+01,1.349643529139812892e-02
4.100000000000000000e+01,8.969105829212157058e-03
4.200000000000000000e+01,8.137776430062287588e-05
4.300000000000000000e+01,-7.837961535463070645e-03
4.400000000000000000e+01,-1.049246920572170609e-02
4.500000000000000000e+01,-7.022941039175269358e-03
4.600000000000000000e+01,-1.341004100254435366e-04
4.700000000000000000e+01,5.957101157191605455e-03
4.800000000000000000e+01,8.120583750894359507e-03
4.900000000000000000e+01,5.650681172855338830e-03
5.000000000000000000e+01,3.545690454294584261e-04
5.100000000000000000e+01,-4.601002048385182015e-03
5.200000000000000000e+01,-6.449976600859125969e-03
5.300000000000000000e+01,-4.473706619484957292e-03
5.400000000000000000e+01,-2.797997202610145767e-04
5.500000000000000000e+01,3.506092148485163550e-03
5.600000000000000000e+01,4.920157237625354812e-03
5.700000000000000000e+01,3.494828471791361357e-03
5.800000000000000000e+01,3.251224736852457672e-04
5.900000000000000000e+01,-2.661079737775030093e-03
6.000000000000000000e+01,-3.779787368966711081e-03
6.100000000000000000e+01,-2.615057110695265946e-03
6.200000000000000000e+01,-1.523527764758824191e-04
6.300000000000000000e+01,2.036161433231097571e-03
6.400000000000000000e+01,2.813051951322680360e-03
6.500000000000000000e+01,1.933341172000000710e-03
6.600000000000000000e+01,7.479015526138101610e-05
6.700000000000000000e+01,-1.611890597425694573e-03
6.800000000000000000e+01,-2.153824204778307522e-03
6.900000000000000000e+01,-1.379554188952702076e-03
7.000000000000000000e+01,1.013094905124453605e-04
7.100000000000000000e+01,1.357559509845193127e-03
7.200000000000000000e+01,1.734555222035238974e-03
7.300000000000000000e+01,1.089773146953553970e-03
7.400000000000000000e+01,-1.633407362762949423e-04
7.500000000000000000e+01,-1.272282363240623574e-03
7.600000000000000000e+01,-1.563222188852052882e-03
7.700000000000000000e+01,-9.153653124370316656e-04
7.800000000000000000e+01,2.499984153282837828e-04
7.900000000000000000e+01,1.242431242329914169e-03
8.000000000000000000e+01,1.539916696258814824e-03
8.100000000000000000e+01,9.688652010380064067e-04
8.200000000000000000e+01,-1.954690451239526514e-04
8.300000000000000000e+01,-1.302060782405675687e-03
8.400000000000000000e+01,-1.659133348627827697e-03
8.500000000000000000e+01,-1.040586346033413323e-03
8.600000000000000000e+01,1.859259661039188761e-04
8.700000000000000000e+01,1.305396433295100220e-03
8.800000000000000000e+01,1.727176095442715118e-03
8.900000000000000000e+01,1.202349562787473651e-03
9.000000000000000000e+01,-3.321563848928621524e-05
9.100000000000000000e+01,-1.309406609346666379e-03
9.200000000000000000e+01,-1.839223613760115287e-03
9.300000000000000000e+01,-1.280817594306109600e-03
9.400000000000000000e+01,2.546633612821717098e-06
9.500000000000000000e+01,1.232358314466726768e-03
9.600000000000000000e+01,1.758530910164243788e-03
9.700000000000000000e+01,1.314653248348337166e-03
