r,C_n
0.000000000000000000e+00,6.660766477324134627e+00
1.000000000000000000e+00,-3.157463037445182863e-01
2.000000000000000000e+00,-1.256640320360713048e+00
3.000000000000000000e+00,-1.701241472926966480e-01
4.000000000000000000e+00,-5.564187012882371164e-02
5.000000000000000000e+00,1.978217964282436014e-03
6.000000000000000000e+00,1.683209256939832699e-02
7.000000000000000000e+00,1.552698797934581876e-02
8.000000000000000000e+00,1.070379793511833100e-02
9.000000000000000000e+00,7.949690752337090771e-03
1.000000000000000000e+01,5.931324593312581328e-03
1.100000000000000000e+01,4.430844197727878964e-03
1.200000000000000000e+01,3.326121778041368771e-03
1.300000000000000000e+01,2.515967709385336093e-03
1.400000000000000000e+01,1.915952546450938598e-03
1.500000000000000000e+01,1.467556834750638473e-03
1.600000000000000000e+01,1.129886243958821979e-03
1.700000000000000000e+01,8.745640464056236851e-04
1.800000000000000000e+01,6.811921770051299063e-04
1.900000000000000000e+01,5.345518815680350144e-04
2.000000000000000000e+01,4.232249831623846603e-04
2.100000000000000000e+01,3.383653689716936697e-04
2.200000000000000000e+01,2.734481921962128581e-04
2.300000000000000000e+01,2.234076442668708751e-04
2.400000000000000000e+01,1.841533287461061263e-04
2.500000000000000000e+01,1.532788377787142053e-04
2.600000000000000000e+01,1.286773549793451821e-04
2.700000000000000000e+01,1.089617672427323214e-04
2.800000000000000000e+01,9.302499365304583989e-05
2.900000000000000000e+01,7.997190552089250559e-05
3.000000000000000000e+01,6.916077173713119919e-05
3.100000000000000000e+01,6.014025211342755028e-05
3.200000000000000000e+01,5.247781755457481268e-05
3.300000000000000000e+01,4.597406478623611292e-05
3.400000000000000000e+01,4.038086608559865454e-05
3.500000000000000000e+01,3.559041434186838160e-05
3.600000000000000000e+01,3.147671687031561305e-05
3.700000000000000000e+01,2.788409808118785804e-05
3.800000000000000000e+01,2.471526054748096612e-05
3.900000000000000000e+01,2.196249086239276949e-05
4.000000000000000000e+01,1.959746884949709056e-05
4.100000000000000000e+01,1.754086250826958349e-05
4.200000000000000000e+01,1.572949246764210329e-05
4.300000000000000000e+01,1.414565222290775637e-05
4.400000000000000000e+01,1.275756957852536289e-05
4.500000000000000000e+01,1.149687576784685916e-05
4.600000000000000000e+01,1.033304041087035330e-05
4.700000000000000000e+01,9.308708012412125754e-06
4.800000000000000000e+01,8.457416086571356573e-06
4.900000000000000000e+01,7.713636687611824527e-06
5.000000000000000000e+01,7.052681890939993536e-06
5.100000000000000000e+01,6.468178909813104838e-06
5.200000000000000000e+01,5.948002868905177820e-06
5.300000000000000000e+01,5.451590698868358231e-06
5.400000000000000000e+01,4.966456138788544195e-06
5.500000000000000000e+01,4.535241799885625369e-06
5.600000000000000000e+01,4.196836648873158993e-06
5.700000000000000000e+01,3.899567317944274691e-06
5.800000000000000000e+01,3.632550765075848176e-06
5.900000000000000000e+01,3.393098946702366447e-06
6.000000000000000000e+01,3.175726295268077592e-06
6.100000000000000000e+01,2.954412735789446742e-06
6.200000000000000000e+01,2.723803248727563187e-06
6.300000000000000000e+01,2.517067862584099203e-06
6.400000000000000000e+01,2.365722636454847816e-06
6.500000000000000000e+01,2.231025337806613607e-06
6.600000000000000000e+01,2.107989324429127009e-06
6.700000000000000000e+01,1.995787872743903790e-06
6.800000000000000000e+01,1.891542385834554807e-06
6.900000000000000000e+01,1.778229439253209421e-06
7.000000000000000000e+01,1.653888840991157849e-06
7.100000000000000000e+01,1.541888693168402824e-06
7.200000000000000000e+01,1.464829797015454460e-06
7.300000000000000000e+01,1.394489686390443239e-06
7.400000000000000000e+01,1.328687265100825243e-06
7.500000000000000000e+01,1.267720396214144785e-06
7.600000000000000000e+01,1.209847571459476967e-06
7.700000000000000000e+01,1.144061240410110258e-06
7.800000000000000000e+01,1.070258417001923590e-06
7.900000000000000000e+01,1.003827879486607344e-06
8.000000000000000000e+01,9.598070320748774975e-07
8.100000000000000000e+01,9.180219286974988790e-07
8.200000000000000000e+01,8.777502849000029528e-07
8.300000000000000000e+01,8.400143194364773080e-07
8.400000000000000000e+01,8.036241823106138327e-07
8.500000000000000000e+01,7.617383559477275412e-07
8.600000000000000000e+01,7.153609793419946072e-07
8.700000000000000000e+01,6.738964621888499096e-07
8.800000000000000000e+01,6.466124951032270474e-07
8.900000000000000000e+01,6.193153332390011201e-07
9.000000000000000000e+01,5.920895986832874769e-07
