r,C_j
0.000000000000000000e+00,5.508526923237794470e+00
1.000000000000000000e+00,-6.984268105561225459e-01
2.000000000000000000e+00,2.182283066329540056e-01
3.000000000000000000e+00,2.645833091276203475e-02
4.000000000000000000e+00,-5.256516225465912573e-03
5.000000000000000000e+00,-1.922443316620503495e-03
6.000000000000000000e+00,-2.000484643715216837e-04
7.000000000000000000e+00,6.115569004844223500e-05
8.000000000000000000e+00,2.664355509551796786e-05
9.000000000000000000e+00,2.307825367142690709e-06
1.000000000000000000e+01,-1.434113072046327986e-06
1.100000000000000000e+01,-5.967224991354491692e-07
1.200000000000000000e+01,-5.713279721542008360e-08
1.300000000000000000e+01,3.300136722228508290e-08
1.400000000000000000e+01,1.447988626224194775e-08
1.500000000000000000e+01,1.289974932427995213e-09
1.600000000000000000e+01,-9.567115433206652142e-10
1.700000000000000000e+01,-4.141513521016548793e-10
1.800000000000000000e+01,-3.660818870265813985e-11
1.900000000000000000e+01,2.800329412799840156e-11
2.000000000000000000e+01,1.191702292402396779e-11
2.100000000000000000e+01,8.796019468348958981e-13
2.200000000000000000e+01,-8.970879594727421136e-13
2.300000000000000000e+01,-3.573807916268378904e-13
2.400000000000000000e+01,-2.034483692625599360e-14
2.500000000000000000e+01,2.875477633779155440e-14
2.600000000000000000e+01,1.054711873393898713e-14
2.700000000000000000e+01,3.608224830031758756e-16
2.800000000000000000e+01,-9.992007221626408864e-16
2.900000000000000000e+01,-2.220446049250313081e-16
3.000000000000000000e+01,-2.775557561562891351e-17
3.100000000000000000e+01,8.326672684688674053e-17
3.200000000000000000e+01,5.551115123125782702e-17
3.300000000000000000e+01,8.326672684688674053e-17
3.400000000000000000e+01,-5.551115123125782702e-17
3.500000000000000000e+01,-5.551115123125782702e-17
3.600000000000000000e+01,0.000000000000000000e+00
3.700000000000000000e+01,-2.775557561562891351e-17
3.800000000000000000e+01,0.000000000000000000e+00
3.900000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+01,2.775557561562891351e-17
4.100000000000000000e+01,5.551115123125782702e-17
4.200000000000000000e+01,0.000000000000000000e+00
4.300000000000000000e+01,-1.110223024625156540e-16
4.400000000000000000e+01,-2.775557561562891351e-17
4.500000000000000000e+01,-5.551115123125782702e-17
4.600000000000000000e+01,0.000000000000000000e+00
4.700000000000000000e+01,-8.326672684688674053e-17
4.800000000000000000e+01,0.000000000000000000e+00
4.900000000000000000e+01,-2.775557561562891351e-17
5.000000000000000000e+01,-5.551115123125782702e-17
5.100000000000000000e+01,-2.775557561562891351e-17
5.200000000000000000e+01,-8.326672684688674053e-17
5.300000000000000000e+01,2.775557561562891351e-17
5.400000000000000000e+01,8.326672684688674053e-17
5.500000000000000000e+01,2.775557561562891351e-17
5.600000000000000000e+01,-2.775557561562891351e-17
5.700000000000000000e+01,-5.551115123125782702e-17
5.800000000000000000e+01,5.551115123125782702e-17
5.900000000000000000e+01,0.000000000000000000e+00
6.000000000000000000e+01,-5.551115123125782702e-17
6.100000000000000000e+01,2.775557561562891351e-17
6.200000000000000000e+01,2.775557561562891351e-17
6.300000000000000000e+01,2.775557561562891351e-17
6.400000000000000000e+01,2.775557561562891351e-17
6.500000000000000000e+01,-5.551115123125782702e-17
6.600000000000000000e+01,0.000000000000000000e+00
6.700000000000000000e+01,-8.326672684688674053e-17
6.800000000000000000e+01,2.775557561562891351e-17
6.900000000000000000e+01,-2.775557561562891351e-17
7.000000000000000000e+01,-5.551115123125782702e-17
7.100000000000000000e+01,-5.551115123125782702e-17
7.200000000000000000e+01,1.387778780781445676e-16
7.300000000000000000e+01,5.551115123125782702e-17
7.400000000000000000e+01,-5.551115123125782702e-17
7.500000000000000000e+01,-5.551115123125782702e-17
7.600000000000000000e+01,5.551115123125782702e-17
7.700000000000000000e+01,0.000000000000000000e+00
7.800000000000000000e+01,2.775557561562891351e-17
7.900000000000000000e+01,-8.326672684688674053e-17
8.000000000000000000e+01,5.551115123125782702e-17
8.100000000000000000e+01,0.000000000000000000e+00
8.200000000000000000e+01,-2.775557561562891351e-17
8.300000000000000000e+01,0.000000000000000000e+00
8.400000000000000000e+01,5.551115123125782702e-17
8.500000000000000000e+01,2.775557561562891351e-17
8.600000000000000000e+01,2.775557561562891351e-17
8.700000000000000000e+01,-8.326672684688674053e-17
8.800000000000000000e+01,-2.775557561562891351e-17
8.900000000000000000e+01,0.000000000000000000e+00
9.000000000000000000e+01,-5.551115123125782702e-17
9.100000000000000000e+01,-8.326672684688674053e-17
9.200000000000000000e+01,0.000000000000000000e+00
9.300000000000000000e+01,0.000000000000000000e+00
9.400000000000000000e+01,0.000000000000000000e+00
9.500000000000000000e+01,-8.326672684688674053e-17
9.600000000000000000e+01,-8.326672684688674053e-17
9.700000000000000000e+01,-2.775557561562891351e-17
9.800000000000000000e+01,1.665334536937734811e-16
9.900000000000000000e+01,-5.551115123125782702e-17
