r,C_n
0.000000000000000000e+00,1.700087434735758052e+01
1.000000000000000000e+00,-3.148632353590748778e+00
2.000000000000000000e+00,2.566527268432139408e-02
3.000000000000000000e+00,-1.638685495580958218e-01
4.000000000000000000e+00,-8.721320529765819174e-03
5.000000000000000000e+00,-2.429286907865702005e-02
6.000000000000000000e+00,-1.591356664448539959e-03
7.000000000000000000e+00,-1.358158029098888164e-03
8.000000000000000000e+00,9.244269812000993625e-04
9.000000000000000000e+00,5.950837155310750859e-04
1.000000000000000000e+01,4.691139634047658546e-04
1.100000000000000000e+01,2.408327869005688626e-04
1.200000000000000000e+01,3.334367744685096113e-04
1.300000000000000000e+01,1.819086674856862373e-04
1.400000000000000000e+01,2.820861330690149771e-04
1.500000000000000000e+01,1.900729413577550986e-04
1.600000000000000000e+01,2.273435922290900635e-04
1.700000000000000000e+01,1.594263845419163772e-04
1.800000000000000000e+01,6.153618213033951179e-05
1.900000000000000000e+01,3.327396802887960803e-05
2.000000000000000000e+01,3.937762725314541967e-05
2.100000000000000000e+01,1.479853769836836364e-05
2.200000000000000000e+01,1.651354980936048378e-05
2.300000000000000000e+01,-1.873913912930902370e-05
2.400000000000000000e+01,1.844107089254976017e-07
2.500000000000000000e+01,-8.663968316113823676e-06
2.600000000000000000e+01,-2.504965274852111179e-05
2.700000000000000000e+01,-2.158231359317142051e-05
2.800000000000000000e+01,-1.540423701840154536e-05
2.900000000000000000e+01,-2.898380720495197238e-05
3.000000000000000000e+01,-2.136246625639159902e-05
3.100000000000000000e+01,-4.062900492840526567e-05
3.200000000000000000e+01,-2.521934982269158354e-05
3.300000000000000000e+01,-2.601500609245022133e-05
3.400000000000000000e+01,-2.055520565846791214e-05
3.500000000000000000e+01,-1.675189744787530799e-05
3.600000000000000000e+01,-9.144608057454206573e-06
3.700000000000000000e+01,-1.528991897004061684e-05
3.800000000000000000e+01,-9.970439606377112796e-06
3.900000000000000000e+01,-1.768043814109887535e-05
4.000000000000000000e+01,-1.160693682322744280e-05
4.100000000000000000e+01,-1.273319280414852983e-05
4.200000000000000000e+01,-8.147419656268084509e-06
4.300000000000000000e+01,-7.153873902154828102e-06
