r,C_n
0.000000000000000000e+00,6.003540059266040174e+00
1.000000000000000000e+00,-3.361005985255687278e-01
2.000000000000000000e+00,-1.138041275809307251e+00
3.000000000000000000e+00,-1.065651920807795250e-01
4.000000000000000000e+00,-2.467433798805629408e-02
5.000000000000000000e+00,1.662904870452308614e-02
6.000000000000000000e+00,2.248577033239129719e-02
7.000000000000000000e+00,1.795263255676005087e-02
8.000000000000000000e+00,1.162349736547696466e-02
9.000000000000000000e+00,7.958450488885659979e-03
1.000000000000000000e+01,5.503743847526720856e-03
1.100000000000000000e+01,3.831772644197428690e-03
1.200000000000000000e+01,2.687690263798003798e-03
1.300000000000000000e+01,1.902201258058511257e-03
1.400000000000000000e+01,1.359036570185878645e-03
1.500000000000000000e+01,9.809979592745321497e-04
1.600000000000000000e+01,7.160720413814658514e-04
1.700000000000000000e+01,5.297731937048411055e-04
1.800000000000000000e+01,3.979848654118711693e-04
1.900000000000000000e+01,3.040174807686923941e-04
2.000000000000000000e+01,2.362794129631140549e-04
2.100000000000000000e+01,1.867767921801544162e-04
2.200000000000000000e+01,1.498292317378968619e-04
2.300000000000000000e+01,1.219516429529221568e-04
2.400000000000000000e+01,1.007528653502731686e-04
2.500000000000000000e+01,8.427114934050905504e-05
2.600000000000000000e+01,7.115541714952655639e-05
2.700000000000000000e+01,6.056882066118873809e-05
2.800000000000000000e+01,5.190635143748068003e-05
2.900000000000000000e+01,4.480009716090194161e-05
3.000000000000000000e+01,3.878712058380529015e-05
3.100000000000000000e+01,3.364053826615531761e-05
3.200000000000000000e+01,2.936214901438916058e-05
3.300000000000000000e+01,2.571873426049364753e-05
3.400000000000000000e+01,2.257604449340533392e-05
3.500000000000000000e+01,1.987179248885695415e-05
3.600000000000000000e+01,1.753607919141586535e-05
3.700000000000000000e+01,1.556770742183744005e-05
3.800000000000000000e+01,1.385919942720192921e-05
3.900000000000000000e+01,1.228142120268671533e-05
4.000000000000000000e+01,1.092790316192804312e-05
4.100000000000000000e+01,9.732074914836630342e-06
4.200000000000000000e+01,8.676854154288093923e-06
4.300000000000000000e+01,7.759031639409386116e-06
4.400000000000000000e+01,6.957416900377211277e-06
4.500000000000000000e+01,6.293734596596323172e-06
4.600000000000000000e+01,5.731108757345282356e-06
4.700000000000000000e+01,5.163159716659038168e-06
4.800000000000000000e+01,4.662996474280589609e-06
4.900000000000000000e+01,4.205742158092107275e-06
5.000000000000000000e+01,3.797654933634930785e-06
5.100000000000000000e+01,3.443614303932918119e-06
5.200000000000000000e+01,3.133660246845693109e-06
5.300000000000000000e+01,2.885688893172755343e-06
5.400000000000000000e+01,2.687008937130030972e-06
5.500000000000000000e+01,2.459283514610888233e-06
5.600000000000000000e+01,2.251268671926709430e-06
5.700000000000000000e+01,2.052943166575005307e-06
5.800000000000000000e+01,1.874631433196327635e-06
5.900000000000000000e+01,1.721108027652462624e-06
6.000000000000000000e+01,1.586554116528304803e-06
6.100000000000000000e+01,1.482465307844904601e-06
6.200000000000000000e+01,1.405844599844385812e-06
6.300000000000000000e+01,1.303722072520940856e-06
6.400000000000000000e+01,1.205749050825488666e-06
6.500000000000000000e+01,1.108124362048101830e-06
6.600000000000000000e+01,1.020255687933513400e-06
6.700000000000000000e+01,9.452572413692905684e-07
6.800000000000000000e+01,8.792945607183355605e-07
6.900000000000000000e+01,8.284661987545405282e-07
7.000000000000000000e+01,7.940183479604456807e-07
7.100000000000000000e+01,7.428646071616640256e-07
7.200000000000000000e+01,6.908795882054619142e-07
7.300000000000000000e+01,6.372315368707859307e-07
7.400000000000000000e+01,5.893853476379717904e-07
7.500000000000000000e+01,5.487955831995350309e-07
7.600000000000000000e+01,5.127656095282873139e-07
7.700000000000000000e+01,4.834263727104826103e-07
7.800000000000000000e+01,4.639982940091158525e-07
7.900000000000000000e+01,4.360120264834677073e-07
8.000000000000000000e+01,4.057429379145105486e-07
8.100000000000000000e+01,3.739345366682300664e-07
8.200000000000000000e+01,3.462080684357715654e-07
8.300000000000000000e+01,3.227062137511893525e-07
8.400000000000000000e+01,3.014628653374984424e-07
8.500000000000000000e+01,2.818597053533267172e-07
8.600000000000000000e+01,2.680536468346872425e-07
8.700000000000000000e+01,2.519497250830227131e-07
8.800000000000000000e+01,2.332850748132386798e-07
8.900000000000000000e+01,2.136936032570702082e-07
9.000000000000000000e+01,1.973119410081380920e-07
9.100000000000000000e+01,1.833353664437709085e-07
9.200000000000000000e+01,1.702974472550522478e-07
9.300000000000000000e+01,1.557512803174176952e-07
9.400000000000000000e+01,1.442701424991810200e-07
9.500000000000000000e+01,1.349386842264266306e-07
9.600000000000000000e+01,1.231416533187257301e-07
9.700000000000000000e+01,1.110235565704442706e-07
9.800000000000000000e+01,1.015965125361617538e-07
9.900000000000000000e+01,9.340885043229718576e-08
1.000000000000000000e+02,8.534670214999096061e-08
1.010000000000000000e+02,7.379949096275595366e-08
1.020000000000000000e+02,6.347509184934096993e-08
1.030000000000000000e+02,5.830565896758344024e-08
1.040000000000000000e+02,5.086689469635530259e-08
1.050000000000000000e+02,4.358303939966390317e-08
1.060000000000000000e+02,3.863817710225703195e-08
1.070000000000000000e+02,3.416116456378404109e-08
1.080000000000000000e+02,2.929137465912390326e-08
